,Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type
141,141,The Dark Crystal: Age of Resistance,2019,7+,8.5,87%,1,0,0,0,1
142,142,Colony,2016,16+,7.4,92%,1,0,0,0,1
143,143,Wild Wild Country,2018,16+,8.2,98%,1,0,0,0,1
144,144,Rectify,2013,16+,8.3,95%,1,0,0,0,1
145,145,Pose,2018,16+,8.6,96%,1,0,0,0,1
146,146,Marvel's Luke Cage,2016,18+,7.3,87%,1,0,0,0,1
147,147,Hollywood,2020,18+,7.7,57%,1,0,0,0,1
148,148,Derry Girls,2018,16+,8.4,97%,1,0,0,0,1
149,149,Dark Matter,2015,18+,7.5,89%,1,0,0,0,1
150,150,On My Block,2018,16+,8.1,97%,1,0,0,0,1
151,151,Law & Order: Special Victims Unit,1999,16+,8.0,,1,1,1,0,1
152,152,Longmire,2012,16+,8.3,88%,1,0,0,0,1
153,153,The Tudors,2007,18+,8.1,69%,1,0,0,0,1
154,154,HAPPY!,2017,18+,8.2,84%,1,0,0,0,1
155,155,The Stranger,2020,16+,7.3,89%,1,0,0,0,1
156,156,Call the Midwife,2012,7+,8.4,89%,1,0,0,0,1
157,157,Into the Night,2020,18+,7.2,83%,1,0,0,0,1
158,158,Mystery Science Theater 3000,1988,7+,8.5,80%,1,1,0,0,1
159,159,Resurrection: Ertugrul,2014,16+,7.7,,1,0,0,0,1
160,160,The Inbetweeners,2008,18+,8.4,54%,1,0,0,0,1
161,161,Reign,2013,16+,7.5,86%,1,0,0,0,1
162,162,Extras,2005,16+,8.3,89%,1,0,1,0,1
163,163,The Kominsky Method,2018,18+,8.2,90%,1,0,0,0,1
164,164,The 4400,2004,7+,7.3,95%,1,0,0,0,1
165,165,The Borgias,2011,18+,7.9,85%,1,0,0,0,1
166,166,Marco Polo,2014,18+,8.0,67%,1,0,0,0,1
167,167,Queer Eye,2018,16+,8.5,91%,1,0,0,0,1
168,168,The Spy,2019,18+,7.9,86%,1,0,0,0,1
169,169,Love,2016,18+,7.7,94%,1,0,0,0,1
170,170,Designated Survivor,2016,7+,7.5,71%,1,0,0,0,1
171,171,Ripper Street,2012,18+,8.1,100%,1,0,0,0,1
172,172,Feel Good,2020,,7.5,100%,1,0,0,0,1
173,173,Hell on Wheels,2011,16+,8.3,72%,1,0,0,0,1
174,174,The Fosters,2013,16+,7.9,97%,1,0,0,0,1
175,175,Hawaii Five-0,2010,16+,7.3,82%,1,0,0,0,1
176,176,Marvel's The Defenders,2017,18+,7.3,78%,1,0,0,0,1
177,177,Allo 'Allo!,1984,7+,8.3,,1,0,0,0,1
178,178,Supergirl,2015,7+,6.3,88%,1,0,0,0,1
179,179,Star Trek: Voyager,1995,7+,7.8,77%,1,1,1,0,1
180,180,Limitless,2015,16+,7.7,57%,1,0,0,0,1
181,181,Messiah,2020,18+,7.7,44%,1,0,0,0,1
182,182,The Shannara Chronicles,2016,16+,7.2,77%,1,0,0,0,1
183,183,Crash Landing on You,2019,16+,8.8,,1,0,0,0,1
184,184,Bleach,2004,18+,8.1,,1,1,0,0,1
185,185,Top Boy,2011,18+,8.4,95%,1,0,0,0,1
186,186,Jonathan Strange & Mr Norrell,2015,16+,8.2,91%,1,0,0,0,1
187,187,Haven,2010,16+,7.5,63%,1,0,0,0,1
188,188,Queen of the South,2016,16+,7.9,66%,1,0,0,0,1
189,189,Delhi Crime,2019,,8.5,91%,1,0,0,0,1
190,190,Hart of Dixie,2011,7+,7.7,81%,1,0,0,0,1
191,191,Bloodline,2015,18+,8.0,62%,1,0,0,0,1
192,192,Middleditch & Schwartz,2020,18+,8.7,100%,1,0,0,0,1
193,193,Haikyu!!,2014,16+,8.7,,1,1,0,0,1
194,194,Dirty Money,2018,16+,8.1,100%,1,0,0,0,1
195,195,Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.1,67%,1,0,0,0,1
196,196,Babylon Berlin,2017,18+,8.4,,1,0,0,0,1
197,197,That '70s Show,1998,16+,8.1,,1,0,0,0,1
198,198,The Magicians,2015,16+,7.6,,1,0,0,0,1
199,199,Chef's Table,2015,all,8.6,100%,1,0,0,0,1
200,200,TURN: Washington's Spies,2014,16+,8.1,81%,1,0,0,0,1
201,201,Crazy Ex-Girlfriend,2015,16+,7.8,98%,1,0,0,0,1
202,202,Soul Eater,2008,16+,7.8,100%,1,1,0,0,1
203,203,Lost Girl,2010,16+,7.7,65%,1,0,0,0,1
204,204,Wynonna Earp,2016,16+,7.4,93%,1,0,0,0,1
205,205,Merlin,2008,7+,7.9,,1,1,1,0,1
206,206,Galavant,2015,7+,8.1,89%,1,0,0,0,1
207,207,Travelers,2016,16+,8.1,,1,0,0,0,1
208,208,Hilda,2018,7+,8.6,100%,1,0,0,0,1
209,209,The Originals,2013,16+,8.2,27%,1,0,0,0,1
210,210,Episodes,2011,18+,7.8,80%,1,0,0,0,1
211,211,Absolutely Fabulous,1992,16+,8.1,96%,1,1,0,0,1
212,212,Living with Yourself,2019,18+,7.2,84%,1,0,0,0,1
213,213,Malcolm in the Middle,2000,7+,8.0,,1,1,0,0,1
214,214,F is for Family,2015,18+,8.0,86%,1,0,0,0,1
215,215,The Keepers,2017,16+,8.1,96%,1,0,0,0,1
216,216,Cheer,2020,16+,8.2,96%,1,0,0,0,1
217,217,Disenchantment,2018,16+,7.2,68%,1,0,0,0,1
218,218,Dead Set,2008,18+,7.7,90%,1,0,0,0,1
219,219,Ezel,2009,all,8.6,,1,0,0,0,1
220,220,Nurse Jackie,2009,18+,7.7,81%,1,0,0,0,1
221,221,Case Closed,1996,16+,8.4,,1,1,0,0,1
222,222,Imposters,2017,16+,7.8,100%,1,0,0,0,1
223,223,Queer as Folk,1999,18+,8.2,100%,1,0,1,0,1
224,224,Heartland,2007,7+,8.4,45%,1,0,1,0,1
225,225,The Staircase,2005,16+,7.9,93%,1,0,0,0,1
226,226,Madam Secretary,2014,16+,7.6,68%,1,0,0,0,1
227,227,Chewing Gum,2015,16+,7.7,100%,1,0,0,0,1
228,228,Glee,2009,16+,6.7,71%,1,0,0,0,1
229,229,Fairy Tail,2009,16+,8.0,,1,1,0,0,1
230,230,The Order,2019,18+,6.9,100%,1,0,0,0,1
231,231,Legacies,2018,16+,7.5,,1,0,0,0,1
232,232,North & South,2004,7+,8.6,,1,0,0,0,1
233,233,Helix,2014,16+,6.8,81%,1,0,0,0,1
234,234,Safe,2018,18+,7.3,77%,1,0,0,0,1
235,235,Evil Genius,2018,18+,7.6,80%,1,0,0,0,1
236,236,Marvel's Iron Fist,2017,18+,6.5,37%,1,0,0,0,1
237,237,Lilyhammer,2012,18+,8.0,65%,1,0,0,0,1
238,238,Voltron: Legendary Defender,2016,7+,8.1,100%,1,0,0,0,1
239,239,Blue Mountain State,2010,18+,8.3,,1,0,0,0,1
240,240,Pokémon,1997,7+,7.5,,1,1,1,0,1
241,241,Cheers,1982,7+,7.8,,1,1,1,0,1
242,242,Marianne,2019,18+,7.5,93%,1,0,0,0,1
243,243,Star Trek: Enterprise,2001,7+,7.5,50%,1,1,1,0,1
244,244,Portlandia,2011,16+,7.8,94%,1,0,0,0,1
245,245,Better Than Us,2018,,7.4,100%,1,0,0,0,1
246,246,Five Came Back,2017,16+,8.3,97%,1,0,0,0,1
247,247,American Crime,2015,16+,7.8,97%,1,0,0,0,1
248,248,Skins,2007,18+,8.2,,1,0,0,0,1
249,249,Glitch,2015,16+,7.4,80%,1,0,0,0,1
250,250,GHOUL,2018,18+,7.1,83%,1,0,0,0,1
251,251,JoJo's Bizarre Adventure,2012,18+,8.4,,1,1,0,0,1
252,252,The Society,2019,18+,7.0,85%,1,0,0,0,1
253,253,Code Geass: Lelouch of the Rebellion,2006,18+,8.6,,1,0,0,0,1
254,254,Dracula,2020,18+,6.8,74%,1,0,0,0,1
255,255,Quantico,2015,16+,6.7,82%,1,0,0,0,1
256,256,The Innocence Files,2020,,8.0,100%,1,0,0,0,1
257,257,Medici: Masters of Florence,2016,7+,7.9,,1,0,0,0,1
258,258,She-Ra and the Princesses of Power,2018,all,7.3,97%,1,0,0,0,1
259,259,Versailles,2015,16+,7.9,66%,1,0,0,0,1
260,260,Rise of Empires: Ottoman,2020,18+,8.0,,1,0,0,0,1
261,261,The Mechanism,2018,16+,8.4,80%,1,0,0,0,1
262,262,Everything Sucks!,2018,16+,7.5,72%,1,0,0,0,1
263,263,Raising Dion,2019,7+,7.2,82%,1,0,0,0,1
264,264,All American,2018,16+,7.7,96%,1,0,0,0,1
265,265,Fullmetal Alchemist,2003,16+,8.6,,1,0,0,0,1
266,266,The Rain,2018,18+,6.3,82%,1,0,0,0,1
267,267,ERASED,2016,16+,8.5,,1,1,0,0,1
268,268,Nailed It!,2018,7+,7.4,98%,1,0,0,0,1
269,269,Last Tango in Halifax,2012,16+,8.3,98%,1,0,0,0,1
270,270,Star-Crossed,2014,16+,7.3,57%,1,0,0,0,1
271,271,The Politician,2019,16+,7.5,57%,1,0,0,0,1
272,272,Documentary Now!,2015,18+,8.1,94%,1,0,0,0,1
273,273,Baby,2018,18+,6.8,80%,1,0,0,0,1
274,274,Secret City,2016,16+,7.4,100%,1,0,0,0,1
275,275,Abstract: The Art of Design,2017,16+,8.4,100%,1,0,0,0,1
276,276,Shooter,2016,16+,7.5,44%,1,0,0,0,1
277,277,Marcella,2016,18+,7.4,65%,1,0,0,0,1
278,278,The Chef Show,2019,18+,8.2,100%,1,0,0,0,1
279,279,Rurouni Kenshin,1996,16+,8.5,,1,1,1,0,1
280,280,The Seven Deadly Sins,2014,16+,8.1,,1,0,0,0,1
281,281,InuYasha,2000,16+,7.9,,1,1,0,0,1
282,282,Yeh Meri Family,2018,,9.2,,1,0,0,0,1
283,283,The Circle,2020,18+,7.5,80%,1,0,0,0,1
284,284,The Devil Next Door,2019,18+,7.6,91%,1,0,0,0,1
285,285,Flowers,2016,,8.2,100%,1,0,0,0,1
286,286,Descendants of the Sun,2016,16+,8.4,,1,1,1,0,1
287,287,The Hollow,2018,7+,7.2,100%,1,0,0,0,1
288,288,Frontier,2016,18+,7.2,75%,1,0,0,0,1
289,289,Your Lie in April,2014,7+,8.6,,1,1,0,0,1
290,290,Ancient Aliens,2010,7+,7.3,,1,1,1,0,1
291,291,Sword Art Online,2012,16+,7.6,,1,1,0,0,1
292,292,Frequency,2016,7+,7.5,77%,1,0,0,0,1
293,293,Wentworth,2013,18+,8.6,,1,0,0,0,1
294,294,Beauty and the Beast,2012,16+,7.0,51%,1,0,1,0,1
295,295,Cold Justice,2013,16+,7.9,80%,1,0,0,0,1
296,296,Hyperdrive,2019,7+,8.1,100%,1,0,0,0,1
297,297,Time: The Kalief Browder Story,2017,16+,8.5,100%,1,0,0,0,1
298,298,The Toys That Made Us,2017,16+,8.1,100%,1,0,0,0,1
299,299,Seven Seconds,2018,18+,7.7,77%,1,0,0,0,1
300,300,Spinning Out,2020,18+,7.7,63%,1,0,0,0,1
301,301,Killer Inside: The Mind of Aaron Hernandez,2020,18+,7.4,75%,1,0,0,0,1
302,302,El internado,2007,7+,8.2,,1,0,0,0,1
303,303,Frozen Planet,2011,all,9.0,,1,0,0,0,1
304,304,London Spy,2015,18+,7.5,86%,1,0,0,0,1
305,305,Parasyte -the maxim-,2014,18+,8.4,,1,1,0,0,1
306,306,Containment,2016,16+,7.2,50%,1,0,0,0,1
307,307,Black Lightning,2018,16+,6.1,95%,1,0,0,0,1
308,308,Merlí,2015,16+,8.6,,1,0,0,0,1
309,309,Derek,2013,16+,8.0,68%,1,0,0,0,1
310,310,Last Chance U,2016,16+,8.5,93%,1,0,0,0,1
311,311,Mars,2016,7+,7.5,61%,1,0,0,0,1
312,312,Love is Blind,2020,7+,6.0,73%,1,0,0,0,1
313,313,Love 101,2020,18+,7.7,,1,0,0,0,1
314,314,3%,2016,7+,7.4,33%,1,0,0,0,1
315,315,Zoo,2015,16+,6.8,82%,1,0,0,0,1
316,316,Daybreak,2019,18+,6.7,70%,1,0,0,0,1
317,317,Hemlock Grove,2013,18+,7.1,38%,1,0,0,0,1
318,318,Trailer Park Boys,2001,18+,8.4,,1,0,0,0,1
319,319,Private Practice,2007,16+,6.6,51%,1,1,0,0,1
320,320,Ragnarok,2020,18+,7.5,,1,0,0,0,1
321,321,Akame ga Kill!,2014,18+,7.9,,1,1,0,0,1
322,322,Insatiable,2018,16+,6.6,11%,1,0,0,0,1
323,323,No Tomorrow,2016,7+,7.2,88%,1,0,0,0,1
324,324,The Ranch,2016,16+,7.5,,1,0,0,0,1
325,325,Ramayan,1987,all,9.3,,1,0,0,0,1
326,326,Surviving R. Kelly,2019,18+,7.6,95%,1,0,0,0,1
327,327,Easy,2016,18+,6.9,90%,1,0,0,0,1
328,328,Self Made: Inspired by the Life of Madam C.J. Walker,2020,16+,7.4,77%,1,0,0,0,1
329,329,Knightfall,2017,16+,6.8,60%,1,0,0,0,1
330,330,Kim's Convenience,2016,16+,8.1,,1,0,0,0,1
331,331,Kengan Ashura,2019,,8.0,,1,0,0,0,1
332,332,Spotless,2015,,7.9,100%,1,0,0,0,1
333,333,Carmen Sandiego,2019,7+,7.9,93%,1,0,0,0,1
334,334,Inside Bill's Brain: Decoding Bill Gates,2019,16+,8.0,50%,1,0,0,0,1
335,335,Saint Seiya,1986,7+,8.4,,1,0,1,0,1
336,336,Flint Town,2018,18+,8.0,95%,1,0,0,0,1
337,337,Rake,2010,16+,8.6,100%,1,1,1,0,1
338,338,Rilakkuma and Kaoru,2019,7+,8.4,100%,1,0,0,0,1
339,339,Scooby-Doo! Mystery Incorporated,2010,7+,8.0,,1,0,0,0,1
340,340,anohana: The Flower We Saw That Day,2011,16+,8.2,,1,0,0,0,1
341,341,Africa,2013,all,9.0,,1,0,0,0,1
342,342,The Frankenstein Chronicles,2015,16+,7.3,78%,1,0,0,0,1
343,343,Meteor Garden,2018,16+,8.2,,1,0,0,0,1
344,344,Wu Assassins,2019,18+,6.4,83%,1,0,0,0,1
345,345,The Black Donnellys,2007,16+,8.1,40%,1,0,0,0,1
346,346,H2O: Just Add Water,2006,all,7.2,,1,1,1,0,1
347,347,Collateral,2018,7+,6.7,78%,1,0,0,0,1
348,348,1983,2018,18+,6.8,100%,1,0,0,0,1
349,349,November 13: Attack on Paris,2018,18+,8.3,100%,1,0,0,0,1
350,350,Black Butler,2008,16+,7.8,,1,1,0,0,1
351,351,Green Eggs and Ham,2019,,8.2,100%,1,0,0,0,1
352,352,The Confession Tapes,2017,16+,7.5,100%,1,0,0,0,1
353,353,Bad Blood,2017,18+,7.5,80%,1,0,0,0,1
354,354,Formula 1: Drive to Survive,2019,16+,8.6,,1,0,0,0,1
355,355,The Great British Bake Off,2010,7+,8.6,,1,0,0,0,1
356,356,The Trials of Gabriel Fernandez,2020,18+,8.2,80%,1,0,0,0,1
357,357,Ugly Delicious,2018,18+,7.8,100%,1,0,0,0,1
358,358,The Night Shift,2014,16+,7.4,30%,1,0,0,0,1
359,359,Impractical Jokers,2011,16+,8.5,,1,0,0,0,1
360,360,The Andy Griffith Show,1960,all,8.3,,1,0,1,0,1
361,361,Itaewon Class,2020,,8.2,,1,0,0,0,1
362,362,Aquarius,2015,16+,7.1,77%,1,0,0,0,1
363,363,Caliphate,2020,,8.2,,1,0,0,0,1
364,364,Black Summer,2019,18+,6.4,75%,1,0,0,0,1
365,365,Bonding,2019,16+,7.2,64%,1,0,0,0,1
366,366,Miraculous: Tales of Ladybug & Cat Noir,2015,7+,7.8,,1,0,0,0,1
367,367,Animaniacs,1993,all,7.9,,1,1,0,0,1
368,368,When Calls the Heart,2014,all,8.2,,1,0,0,0,1
369,369,Young & Hungry,2014,16+,7.4,60%,1,0,0,0,1
370,370,Club de Cuervos,2015,18+,8.2,80%,1,0,0,0,1
371,371,I'm Sorry,2017,7+,7.9,75%,1,0,0,0,1
372,372,The Universe,2007,16+,8.8,,1,0,0,0,1
373,373,The Chalet,2018,18+,7.0,100%,1,0,0,0,1
374,374,My Next Guest Needs No Introduction With David Letterman,2018,18+,7.9,83%,1,0,0,0,1
375,375,Still Game,2002,16+,8.9,,1,0,0,0,1
376,376,NOVA,1974,7+,8.7,,1,0,1,0,1
377,377,The Confession Killer,2019,16+,7.4,100%,1,0,0,0,1
378,378,Father Brown,2013,7+,7.7,,1,0,0,0,1
379,379,Bordertown,2016,7+,7.6,39%,1,0,0,0,1
380,380,Battle Creek,2015,16+,7.3,96%,1,0,0,0,1
381,381,Valhalla Murders,2019,18+,7.1,,1,0,0,0,1
382,382,Scream: The TV Series,2015,16+,7.2,,1,0,0,0,1
383,383,Special,2019,18+,7.6,95%,1,0,0,0,1
384,384,CSI: Miami,2002,16+,6.4,,1,1,0,0,1
385,385,3Below: Tales of Arcadia,2018,7+,7.8,100%,1,0,0,0,1
386,386,Mystery Science Theater 3000: The Return,2017,16+,8.0,100%,1,0,0,0,1
387,387,Dear White People,2017,16+,6.2,95%,1,0,0,0,1
388,388,LEGO Ninjago: Masters of Spinjitzu,2012,all,6.8,,1,0,1,0,1
389,389,The English Game,2020,,7.6,67%,1,0,0,0,1
390,390,White Gold,2017,18+,7.4,88%,1,0,0,0,1
391,391,Crazyhead,2016,,7.3,100%,1,0,0,0,1
392,392,The Protector,2018,16+,6.9,,1,0,0,0,1
393,393,Dirty John,2018,16+,7.1,71%,1,0,0,0,1
394,394,Get Shorty,2017,18+,8.2,,1,0,0,0,1
395,395,30 for 30,2009,7+,8.8,,1,0,0,0,1
396,396,Bard of Blood,2019,,7.0,,1,0,0,0,1
397,397,The Great Train Robbery,2013,,7.4,78%,1,0,0,0,1
398,398,Devilman: Crybaby,2018,,7.6,80%,1,0,0,0,1
399,399,Good Witch,2015,7+,7.3,,1,0,0,0,1
400,400,It's Bruno!,2019,7+,7.5,100%,1,0,0,0,1
401,401,Gurren Lagann,2007,16+,8.3,,1,0,0,0,1
402,402,Gentefied,2020,16+,7.3,88%,1,0,0,0,1
